MovieTitle,ReleaseYear,Duration,Rating,Metascore,Votes,Gross
As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,2000,288.0,8.2,96.0,1426.0,-19315996.788884036
The Tale,2018,114.0,7.2,96.0,19468.0,56869762.637137085
Swing Time,1936,103.0,7.5,96.0,14489.0,34689794.26706289
Im Lauf der Zeit,1976,175.0,7.7,96.0,6321.0,12346570.371998213
Vampyr,1932,75.0,7.4,96.0,20300.0,48552911.250350304
Cléo de 5 à 7,1962,90.0,7.8,96.0,26582.0,39116296.05935762
Journal d'un curé de campagne,1951,115.0,7.8,96.0,12573.0,17283468.00730594
Ukigusa,1959,119.0,7.9,96.0,8812.0,6615246.984237336
Sommarnattens leende,1955,109.0,7.7,96.0,14551.0,25172908.78790123
The Mortal Storm,1940,100.0,7.7,96.0,5946.0,11762138.184153296
Stalag 17,1953,120.0,8.0,96.0,58367.0,79039256.70020705
Ứng Cử Viên Bị Giật Dây,1962,126.0,7.9,96.0,79133.0,116209529.33474958
Cái Nóng Oi Ả,1953,89.0,7.9,96.0,28876.0,37884706.762691535
Network,1976,121.0,8.1,94.0,168662.0,246125695.98871005
The Man Who Shot Liberty Valance,1962,123.0,8.1,94.0,81464.0,110228848.21350825
Divorzio all'italiana,1961,105.0,8.0,94.0,13991.0,9879889.319391482
Bản Xô-nát Mùa Thu,1978,99.0,8.1,94.0,37316.0,41424815.60290239
Germania anno zero,1948,78.0,7.8,94.0,13499.0,18726625.88982431
Burden of Dreams,1982,95.0,7.9,94.0,8014.0,5371575.288503364
Bringing Up Baby,1938,102.0,7.8,94.0,65514.0,99791266.5584993
Ai Sợ Virginia Woolf?,1966,131.0,8.0,94.0,79306.0,111672391.58363271
Lacombe Lucien,1974,138.0,7.6,94.0,7656.0,19233904.7611688
Barry Lyndon,1975,185.0,8.1,94.0,180868.0,265148574.08160338
Sholay,1975,204.0,8.1,94.0,58346.0,74199772.69724508
Obecná skola,1991,100.0,7.8,94.0,3209.0,2689806.655359909
The Great White Silence,1922,80.0,8.0,94.0,1609.0,-9417282.280330405
Histoire(s) du cinéma,1994,267.0,7.2,94.0,776.0,27738545.423278138
Khu Phố Roma,2018,135.0,7.7,94.0,168338.0,264847769.78018272
La ciociara,1960,101.0,7.7,94.0,12291.0,21650730.80248922
Brief Encounter,1945,86.0,8.0,94.0,43635.0,56079643.38999038
The 39 Steps,1935,86.0,7.6,94.0,60900.0,102213924.52014086
La chienne,1931,91.0,7.5,94.0,4785.0,19566247.73147081
Mary Và Max,2009,92.0,8.1,94.0,185363.0,272153967.9065711
Nagaya shinshiroku,1947,72.0,7.7,94.0,2188.0,5905348.419030152
La terra trema,1948,160.0,7.8,94.0,5542.0,6325754.106672399
A Patch of Blue,1965,105.0,8.0,94.0,9402.0,2727997.826004006
The Climb,2019,98.0,6.7,94.0,5096.0,58504983.22946489
Giết Con Chim Nhại,1962,129.0,8.3,94.0,330248.0,488341676.4014462
Chikamatsu monogatari,1954,102.0,8.0,94.0,4875.0,-4327267.5456597805
I compagni,1963,130.0,8.0,94.0,3235.0,-6883184.313834868
Krótki film o milosci,1988,87.0,8.1,94.0,25724.0,23358847.81224045
Tengoku to jigoku,1963,143.0,8.4,94.0,51706.0,49431159.35647645
Die Abenteuer des Prinzen Achmed,1926,80.0,7.8,94.0,6767.0,8234899.253632441
Frankenstein,1931,70.0,7.8,94.0,78882.0,120625105.19079477
Ivan Groznyy,1944,103.0,7.7,94.0,10736.0,19227285.330225646
Show Boat,1936,113.0,7.4,94.0,3665.0,22627499.397549987
Shen nu,1934,85.0,7.7,94.0,2427.0,6277826.533416644
Mặt Sẹo,1932,93.0,7.7,94.0,30019.0,49279567.67212818
Kẻ Cắp Gặp Bà Già,1955,91.0,7.6,94.0,31094.0,55761695.74439296
Welt am Draht,1973,212.0,7.7,94.0,6699.0,12935678.017345883
La kermesse héroïque,1935,110.0,7.4,94.0,1389.0,19080385.63878993
The Magnificent Ambersons,1942,88.0,7.6,85.0,26466.0,48549023.30346961
Kiếm Sĩ Cơ Hàn,2002,129.0,8.1,85.0,25172.0,22498563.63173274
Ruggles of Red Gap,1935,90.0,7.6,85.0,4457.0,14248308.57739313
Paisà,1946,126.0,7.6,85.0,9419.0,21981515.286957014
Kanal,1957,91.0,7.9,85.0,7961.0,5288975.539287947
Marius,1931,130.0,7.8,85.0,2535.0,1639387.2030733153
"Yuki yukite, shingun",1987,122.0,8.2,85.0,2083.0,-18292071.595779747
Una giornata particolare,1977,106.0,8.1,85.0,15603.0,7585412.68376483
Le roman d'un tricheur,1936,81.0,7.6,85.0,2497.0,11193676.342257053
Roman Holiday,1953,118.0,8.0,85.0,146273.0,216039512.4460601
"Francesco, giullare di Dio",1950,85.0,7.3,85.0,3989.0,27939204.60829069
Invasion of the Body Snatchers,1956,80.0,7.7,85.0,54124.0,86846868.70679915
The Lavender Hill Mob,1951,78.0,7.5,85.0,15366.0,36056586.34370286
Chichi ariki,1942,94.0,7.6,85.0,3096.0,12127209.356974661
Tagebuch einer Verlorenen,1929,104.0,7.8,85.0,4783.0,5142863.358474284
Băng Nhóm Trẻ Em,1932,90.0,7.9,85.0,6105.0,2396425.830914192
Lektionen in Finsternis,1992,54.0,8.0,85.0,6634.0,-1585890.9632085785
Ngày Thiên Đường,1978,94.0,7.8,85.0,62029.0,94359943.42612725
I Know Where I'm Going!,1945,92.0,7.4,85.0,9653.0,31959712.573057547
Quý Cô Biến Mất,1938,96.0,7.7,85.0,56540.0,90612170.48235464
Angels with Dirty Faces,1938,97.0,7.9,85.0,23018.0,28755096.745636873
A Night to Remember,1958,123.0,7.9,85.0,16947.0,19293529.245886303
Mon oncle d'Amérique,1980,125.0,7.6,85.0,6743.0,17811007.19449572
Avanti Popolo,1986,84.0,7.6,85.0,425.0,7964493.69368463
Krótki film o zabijaniu,1988,84.0,8.0,85.0,22106.0,22527001.86435539
Aleksandr Nevskiy,1938,112.0,7.5,85.0,12130.0,31013326.18405982
Stage Door,1937,92.0,7.7,85.0,8953.0,16448505.087752372
Popiól i diament,1958,103.0,7.7,85.0,13257.0,23156228.118377715
Stroszek,1977,115.0,7.7,85.0,15177.0,26148520.92014367
Great Expectations,1946,118.0,7.8,85.0,26131.0,38413418.94810947
Nobi,1959,108.0,8.0,85.0,5258.0,-3730367.471140839
Ship of Theseus,2012,140.0,8.0,85.0,7730.0,122209.51113282144
Tirez sur le pianiste,1960,81.0,7.4,85.0,20456.0,48796035.04049379
Stachka,1925,82.0,7.6,85.0,8526.0,20589787.436968997
Hail the Conquering Hero,1944,101.0,7.6,85.0,5094.0,15241064.053812359
Rocco Và Các Anh Em,1960,179.0,8.2,85.0,20944.0,11102529.724067979
Le million,1931,91.0,7.3,85.0,3810.0,27660235.643959384
Spoorloos,1988,107.0,7.7,85.0,42906.0,69363774.61814788
This Sporting Life,1963,134.0,7.5,85.0,7075.0,23135180.291910402
The Scarlet Empress,1934,104.0,7.5,85.0,7167.0,23278560.98866169
Tuntematon sotilas,1955,177.0,8.0,85.0,7773.0,189224.4020057097
Il vangelo secondo Matteo,1964,137.0,7.6,85.0,13511.0,28358839.320720702
Whisky Galore!,1949,82.0,7.1,85.0,6597.0,41617247.26490812
Chemi bednieri ojakhi,2017,120.0,7.4,85.0,4189.0,23444145.97469861
Magical Girl,2014,127.0,7.2,85.0,7416.0,38086891.362718716
The Friends of Eddie Coyle,1973,102.0,7.4,83.0,12001.0,35619037.31188383
César,1936,168.0,7.6,83.0,1627.0,9837793.666456863
Trưa Tím,1960,118.0,7.7,83.0,18724.0,31676470.174239412
Odd Man Out,1947,116.0,7.6,83.0,11152.0,24682371.237717636
Ball of Fire,1941,111.0,7.7,83.0,13876.0,24120930.84978039
The Ghost and Mrs. Muir,1947,104.0,7.8,83.0,20641.0,29857331.71805995
Hadaka no shima,1960,96.0,8.0,83.0,6076.0,-2455526.058721803
The Tarnished Angels,1957,91.0,7.1,83.0,3970.0,37523104.97832523
Johnny Guitar,1954,110.0,7.6,83.0,19474.0,37652090.350371934
Deus e o Diabo na Terra do Sol,1964,120.0,7.2,83.0,5234.0,34686275.27237846
Pauline à la plage,1983,95.0,7.3,83.0,10388.0,37911955.46167628
To Have and Have Not,1944,100.0,7.8,83.0,37684.0,56418605.79123554
Knife in the Water,1962,94.0,7.4,83.0,23369.0,53335904.27567307
The Asphalt Jungle,1950,112.0,7.8,83.0,29546.0,43735648.07208381
Le notti bianche,1957,102.0,7.8,83.0,8897.0,11554474.08059154
The Last Command,1928,88.0,8.0,83.0,4450.0,-4989624.025217347
Le deuxième souffle,1966,150.0,7.9,83.0,6567.0,3116446.286339119
Meshes of the Afternoon,1943,14.0,7.8,83.0,14973.0,21023834.00951338
O Pagador de Promessas,1962,98.0,8.3,83.0,3856.0,-20335632.01209174
Voskhozhdenie,1977,111.0,8.2,83.0,9905.0,-6101595.4002519995
Only Angels Have Wings,1939,121.0,7.6,83.0,15490.0,31443082.786707584
Love Streams,1984,141.0,7.7,83.0,6532.0,12675410.883025616
En passion,1969,101.0,7.6,83.0,10329.0,23399737.396127336
Beau Geste,1939,112.0,7.5,83.0,6477.0,22203205.76302705
The Hill,1965,123.0,7.9,83.0,14995.0,16251364.89742425
Rogers Park,2017,87.0,7.0,83.0,79.0,36265792.39768908
Jeder für sich und Gott gegen alle,1974,110.0,7.7,83.0,18740.0,31701405.947587464
Sát Thủ,1946,103.0,7.7,83.0,23354.0,38892259.586831264
Ensayo de un crimen,1955,89.0,7.6,83.0,5784.0,16316419.279446997
Chú Tôi,1958,116.0,7.7,83.0,24000.0,39899041.43575877
Sons of the Desert,1933,68.0,7.5,83.0,9498.0,26911391.46830567
Ukigumo,1955,123.0,7.6,83.0,3095.0,12125650.871140406
Vivre sa vie: Film en douze tableaux,1962,80.0,7.8,83.0,34643.0,51679250.36927186
L'eclisse,1962,126.0,7.7,83.0,21804.0,36476606.54373896
Ma nuit chez Maud,1969,110.0,7.8,83.0,14368.0,20080950.079790253
Shirkers: Bộ Phim Bị Đánh Cắp,2018,97.0,7.3,83.0,5625.0,30488887.43312876
I Remember Mama,1948,134.0,7.9,83.0,5965.0,2178237.814118758
La ronde,1950,93.0,7.5,83.0,5904.0,21310193.380000025
I pugni in tasca,1965,110.0,7.6,83.0,4835.0,14837416.222740803
Wild River,1960,110.0,7.5,84.0,6113.0,21635916.919358924
The Letter,1940,95.0,7.5,84.0,14378.0,34516802.3394608
The Prisoner of Zenda,1937,101.0,7.6,84.0,5001.0,15096124.871226817
The War Game,1966,48.0,8.0,84.0,7220.0,-672618.2643362582
Louie Bluie,1985,75.0,7.6,84.0,888.0,8686072.634943813
The Invisible Man,1933,71.0,7.6,84.0,39535.0,68916874.67132337
Marty,1955,90.0,7.7,84.0,26626.0,43991625.23650741
Love and Death,1975,85.0,7.7,84.0,40517.0,65640551.96011722
Casque d'or,1952,99.0,7.6,84.0,6136.0,16865006.293104086
The Pawnbroker,1964,116.0,7.7,84.0,10587.0,18995070.94092194
Warui yatsu hodo yoku nemuru,1960,151.0,8.0,84.0,13831.0,9630531.58591099
A Raisin in the Sun,1961,128.0,8.0,84.0,9392.0,2712412.9676614776
I fidanzati,1963,77.0,7.6,84.0,2281.0,10857043.402058385
Người Bất Tử,2007,87.0,7.8,84.0,197943.0,306179987.10280305
Mahanagar,1963,136.0,8.3,84.0,4916.0,-18683637.027783453
It's a Gift,1934,68.0,7.1,84.0,5716.0,40244221.24493115
Nybyggarna,1972,202.0,8.0,84.0,5191.0,-3834786.0220358
Young Mr. Lincoln,1939,100.0,7.5,84.0,9086.0,26269295.30459339
The Search,1948,104.0,7.8,84.0,4737.0,5071173.010098644
Die Ehe der Maria Braun,1979,120.0,7.7,84.0,14749.0,25481488.983083338
Horse Feathers,1932,68.0,7.5,84.0,13301.0,32838313.095970206
Fat City,1972,96.0,7.3,84.0,10246.0,37690650.47321234
C.R.A.Z.Y.,2005,129.0,7.8,84.0,34003.0,50681819.435349874
Hold Back the Dawn,1941,116.0,7.3,84.0,2757.0,26019150.060490873
El verdugo,1963,87.0,7.9,84.0,7321.0,4291544.605365962
Winchester '73,1950,92.0,7.6,84.0,21754.0,41205438.052469
The Docks of New York,1928,76.0,7.5,84.0,4963.0,19843658.20996786
Le silence de la mer,1949,87.0,7.6,84.0,5586.0,16007839.084264882
Crónica de un niño solo,1965,79.0,7.5,84.0,799.0,13354123.19613795
Rebel Without a Cause,1955,111.0,7.6,84.0,97065.0,158576564.71590424
Lola,1961,90.0,7.5,84.0,7419.0,23671299.41889347
Saturday Night and Sunday Morning,1960,89.0,7.5,84.0,9218.0,26475015.434714794
Fukushû suru wa ware ni ari,1979,140.0,7.7,84.0,7203.0,13721154.87780945
The Big Sleep,1978,99.0,5.7,84.0,5367.0,106994890.8949742
Jakten,1959,94.0,7.3,84.0,464.0,22445542.04254851
The Cloud-Capped Star,1960,126.0,7.8,84.0,3171.0,2630584.1936582923
Jour de fête,1949,70.0,7.2,84.0,8972.0,40511895.32081654
Shanghai Express,1932,82.0,7.3,84.0,10166.0,37565971.60647209
Ossessione,1943,140.0,7.6,84.0,8190.0,20066136.196659956
The Gunfighter,1950,85.0,7.7,84.0,12356.0,21752032.38171567
Le cousin Jules,1972,91.0,7.5,84.0,238.0,12479812.643121965
Thiên Tài Bất Hảo,2017,130.0,7.6,87.0,23083.0,43276665.72619137
L'amour fou,1969,252.0,7.4,87.0,771.0,18117241.393221512
Sita Sings the Blues,2008,82.0,7.6,87.0,4921.0,14971446.004486572
The Chant of Jimmie Blacksmith,1978,122.0,7.3,87.0,2494.0,25609268.28608231
Utamaro o meguru gonin no onna,1946,106.0,7.0,87.0,1410.0,38340137.04307995
Accattone,1961,117.0,7.6,87.0,10050.0,22964919.84837072
Il generale Della Rovere,1959,132.0,7.7,87.0,3632.0,8155801.9636916295
Sedotta e abbandonata,1964,118.0,7.9,87.0,3821.0,-1163155.8145198897
This Happy Breed,1944,115.0,7.3,87.0,3919.0,27830110.59989297
Night of the Demon,1957,96.0,7.4,87.0,15279.0,40727753.876565486
Procès de Jeanne d'Arc,1962,64.0,7.4,87.0,5847.0,26028115.48789025
Room at the Top,1958,117.0,7.5,87.0,7197.0,23325315.563689284
Lola,1981,115.0,7.4,87.0,6751.0,27436986.682055056
Insiang,1976,95.0,7.5,87.0,2093.0,15370803.865661457
Week End,1967,105.0,6.9,87.0,15649.0,65338172.6374525
Wagon Master,1950,86.0,7.1,87.0,5396.0,39745505.77797015
Ngày Đẫm Máu,1980,114.0,7.6,87.0,24997.0,46259607.61295181
Koroshi no rakuin,1967,91.0,7.2,87.0,10076.0,42232463.68183196
A New Leaf,1971,102.0,7.3,87.0,7462.0,33351825.910651706
Maboroshi no hikari,1995,110.0,7.5,87.0,7185.0,23306613.733678244
7 Men from Now,1956,78.0,7.4,87.0,5910.0,26126300.095448196
Key Largo,1948,100.0,7.7,87.0,43607.0,70456273.18795931
Adam's Rib,1949,101.0,7.4,87.0,22734.0,52346265.77092235
Ansiktet,1958,101.0,7.6,87.0,10816.0,24158719.997408595
Chuyện đùa buổi tối,1953,93.0,7.4,87.0,7292.0,28280127.51838598
Alice in den Städten,1974,113.0,7.9,87.0,12944.0,13054910.45137114
Les vampires,1915,421.0,7.3,87.0,5372.0,30094590.517062727
¡Que viva México! Da zdravstvuyet Meksika!,1979,90.0,7.4,87.0,1863.0,19819107.924225897
Profondo rosso,1975,127.0,7.5,87.0,42100.0,77721146.63662523
The More the Merrier,1943,104.0,7.6,87.0,7350.0,18757008.095887348
Man of the West,1958,100.0,7.1,87.0,8994.0,45352937.8096128
Phoenix,2014,98.0,7.3,87.0,20433.0,53566945.666748665
Atlantic City,1980,104.0,7.3,87.0,18115.0,49954375.50294998
Gilda,1946,110.0,7.6,87.0,34859.0,61629394.91035588
The Band Wagon,1953,112.0,7.4,87.0,12401.0,36242431.64558507
Long Môn Khách Sạn,1967,111.0,7.4,87.0,3548.0,22445156.554942377
Oliver Twist,1948,116.0,7.8,87.0,13526.0,18768705.007349145
Viaggio in Italia,1954,85.0,7.3,87.0,12037.0,40481898.60235964
Park Row,1952,83.0,7.2,87.0,1995.0,29638339.655232668
Bad Day at Black Rock,1955,81.0,7.7,87.0,23905.0,39750985.28150473
Đồn Apache,1948,128.0,7.4,87.0,19437.0,47207937.97538988
À nous la liberté,1931,83.0,7.4,87.0,4911.0,24569372.74702935
You Only Live Once,1937,86.0,7.2,87.0,7543.0,38284819.06366886
El chacal de Nahueltoro,1969,95.0,7.6,87.0,1112.0,9035173.461816512
Strategia del ragno,1970,100.0,6.9,87.0,3095.0,45772941.47423907
Force of Evil,1948,79.0,7.2,87.0,7579.0,38340924.553701974
Never Give a Sucker an Even Break,1941,71.0,7.0,87.0,2615.0,40218112.47335494
La chute de la maison Usher,1928,72.0,7.3,87.0,4431.0,28628055.34703056
La guerre est finie,1966,121.0,7.3,87.0,2414.0,25484589.419342052
Manila in the Claws of Light,1975,125.0,7.8,89.0,2599.0,1739130.296465516
5 Fingers,1952,108.0,7.6,89.0,5406.0,15727311.634099323
Naniwa erejî,1936,71.0,7.2,89.0,2565.0,30526676.580756932
Kiss Me Deadly,1955,106.0,7.5,89.0,21879.0,46207004.5821933
Dead of Night,1945,103.0,7.5,89.0,14004.0,33933928.637450136
Westfront 1918: Vier von der Infanterie,1930,75.0,7.4,89.0,2374.0,20615494.185529232
The Young One,1960,96.0,7.4,89.0,3031.0,21639419.37863352
'Northwest Passage' (Book I -- Rogers' Rangers),1940,126.0,7.0,89.0,3815.0,42088295.47445866
Hiệp Nữ,1971,200.0,7.5,89.0,7179.0,23297262.818672724
The Bank Dick,1940,72.0,7.1,89.0,7753.0,43418856.88930471
Le grand amour,1969,87.0,7.5,89.0,1357.0,14223758.291651182
Longford,2006,93.0,7.5,89.0,3268.0,17202024.720908858
Tulitikkutehtaan tyttö,1990,69.0,7.5,89.0,11192.0,29551466.471530415
If....,1968,111.0,7.4,89.0,25042.0,55943251.07637851
The Draughtsman's Contract,1982,108.0,7.2,89.0,10929.0,43561852.098449856
Suspiria,1977,99.0,7.3,89.0,103915.0,183672460.08186597
Tiếng Than,2016,156.0,7.4,89.0,79948.0,141513474.29187924
L'argent,1983,85.0,7.4,89.0,11640.0,35056423.92571846
Boudu sauvé des eaux,1932,85.0,7.2,89.0,6143.0,36102938.89571452
Baby Doll,1956,114.0,7.3,89.0,8189.0,34484845.11215371
The Lusty Men,1952,113.0,7.3,89.0,3596.0,27326719.67542922
Criss Cross,1949,84.0,7.4,89.0,9509.0,31735290.6129251
Gavagai,2016,90.0,6.5,89.0,106.0,60341650.51742727
Seto Surya,2016,89.0,7.1,89.0,616.0,32295943.490240335
Les perles de la couronne,1937,118.0,6.9,89.0,629.0,41929715.40697093
Heidi,2015,111.0,7.4,89.0,6964.0,27768944.164750963
Hậu Chiến,2017,134.0,7.4,89.0,53651.0,100529972.30852544
The Regeneration,1915,72.0,6.8,89.0,1404.0,47944297.72895979
The Chronicle History of King Henry the Fifth with His Battell Fought at Agincourt in France,1944,137.0,7.0,89.0,6981.0,47022461.625703976
On Dangerous Ground,1951,82.0,7.2,89.0,7978.0,38962760.401568964
Salvatore Giuliano,1962,123.0,7.3,89.0,3666.0,27435813.683826942
La femme du boulanger,1938,133.0,7.5,89.0,2339.0,15754191.380887724
P'tit Quinquin,2014,206.0,7.3,89.0,3061.0,26492929.754103813
Sứ Mệnh Tuyệt Mật,1967,92.0,7.3,89.0,22950.0,57489654.51156372
Le carrosse d'or,1952,103.0,7.0,89.0,3372.0,41397886.24988454
San zimei,2012,153.0,7.3,89.0,472.0,22458009.929222535
Ashug-Karibi,1988,73.0,7.2,89.0,2222.0,29992115.93960812
Morocco,1930,92.0,7.0,89.0,7394.0,47666116.27525051
The Tall T,1957,78.0,7.3,89.0,6050.0,31151243.91268633
Sobache serdtse,1988,136.0,8.6,89.0,8898.0,-26898013.83711557
Menschen am Sonntag,1930,73.0,7.3,89.0,3503.0,27181780.492843684
Jigokumon,1953,89.0,7.1,89.0,4197.0,37876881.262700684
Trudno byt bogom,2013,177.0,6.6,89.0,6288.0,65169454.14433728
David Holzman's Diary,1967,74.0,6.5,89.0,1823.0,63017570.69483984
Moonrise,1948,90.0,7.0,89.0,2938.0,40721503.39781869
Caught,1949,88.0,7.0,89.0,4308.0,42856628.99074544
