MovieTitle,ReleaseYear,Duration,Genre,Rating,Metascore,Votes,Gross
Yang guang can lan de ri zi,1994,134 min,"Drama, Romance",8.1,96,5415,5415
Chúa Tể Của Những Chiếc Nhẫn: Những Người Bạn Của Nhẫn,2001,178 min,"Action, Adventure, Drama",8.9,96,1981734,1981734
Une femme douce,1969,88 min,"Drama, Romance",7.4,96,3021,3021
Al-mummia,1969,102 min,Drama,7.7,96,1817,1817
The Conversation,1974,113 min,"Drama, Mystery, Thriller",7.7,96,120030,120030
Partie de campagne,1946,40 min,"Short, Comedy, Drama",7.5,96,7007,7007
Bab el hadid,1958,77 min,"Crime, Drama",7.5,96,5262,5262
Eighth Grade,2018,93 min,"Comedy, Drama",7.4,96,81704,81704
Tia Nắng Vĩnh Cửu Của Tâm Hồn Tinh Khiết,2004,108 min,"Drama, Romance, Sci-Fi",8.3,96,1064736,1064736
The Man Who Would Be King,1975,129 min,"Adventure, War",7.8,96,51586,51586
Le ballon rouge,1956,34 min,"Short, Comedy, Drama",8.1,96,19874,19874
Solaris,1972,167 min,"Drama, Mystery, Sci-Fi",8,96,97209,97209
Andhadhun,2018,139 min,"Crime, Mystery, Thriller",8.2,96,101578,101578
Điều Tra Một Công Dân Không Thể Nghi Ngờ,1970,115 min,"Crime, Drama",8,96,13097,13097
A Bread Factory: Part Two,2018,115 min,"Comedy, Drama",6.7,96,336,336
Fury,1936,92 min,"Crime, Drama, Film-Noir",7.8,96,13588,13588
Aladdin,1992,90 min,"Animation, Adventure, Comedy",8,96,460000,460000
Giấc Mơ Kỳ Lạ,2007,96 min,"Animation, Biography, Drama",8,96,99388,99388
Du rififi chez les hommes,1955,118 min,"Crime, Drama, Thriller",8.1,96,36528,36528
La haine,1995,98 min,"Crime, Drama",8.1,96,192848,192848
Tini zabutykh predkiv,1965,97 min,"Drama, Romance",7.8,96,8277,8277
When We Were Kings,1996,88 min,"Documentary, Sport",7.9,96,18924,18924
Harry Potter và Bảo Bối Tử Thần: Phần 2,2011,130 min,"Adventure, Family, Fantasy",8.1,96,937066,937066
A Woman Under the Influence,1974,155 min,"Drama, Romance",8.1,96,28256,28256
Night Will Fall,2014,75 min,"Documentary, History, War",8,96,3422,3422
Bài Ca Về Núi Narayama,1983,130 min,Drama,7.8,96,8993,8993
Không Thể Tha Thứ,1992,130 min,"Drama, Western",8.2,96,432231,432231
Le cercle rouge,1970,140 min,"Crime, Drama, Thriller",7.9,96,27742,27742
Sự Đố Kỵ Của Thiên Tài,1984,160 min,"Biography, Drama, Music",8.4,96,423555,423555
Vẫn Mãi Bước Đi,2008,115 min,Drama,7.9,96,18261,18261
My Man Godfrey,1936,94 min,"Comedy, Drama, Romance",7.9,96,26161,26161
Akibiyori,1960,128 min,"Comedy, Drama",7.9,96,6017,6017
The Little Foxes,1941,116 min,"Drama, Romance",7.9,96,12906,12906
Trở Về Tương Lai,1985,116 min,"Adventure, Comedy, Sci-Fi",8.5,96,1290183,1290183
Der Himmel über Berlin,1987,128 min,"Drama, Fantasy, Romance",7.9,96,75957,75957
Bò Đực Nổi Điên,1980,129 min,"Biography, Drama, Sport",8.1,96,376100,376100
Pixote: A Lei do Mais Fraco,1980,128 min,"Crime, Drama",7.9,96,9067,9067
Neon Genesis Evangelion: The End of Evangelion,1997,87 min,"Animation, Action, Drama",8.1,96,62700,62700
Back in the U.S.,2002 TV Special,180 min,"Documentary, Music",7.9,96,454,454
As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,2000,288 min,"Documentary, Biography",8.2,96,1426,1426
The Tale,2018,114 min,"Biography, Drama, Mystery",7.2,96,19468,19468
Khinh Miệt,1963,103 min,"Drama, Romance",7.5,96,35716,35716
Swing Time,1936,103 min,"Comedy, Musical, Romance",7.5,96,14489,14489
Im Lauf der Zeit,1976,175 min,Drama,7.7,96,6321,6321
Rạp Chiếu Bóng Thiên Đường,1988,155 min,"Drama, Romance",8.5,96,279336,279336
Z,1969,127 min,"Crime, Drama, Thriller",8.2,96,31026,31026
The Fallen Idol,1948,95 min,"Drama, Film-Noir, Mystery",7.6,96,9547,9547
Vampyr,1932,75 min,"Fantasy, Horror",7.4,96,20300,20300
Cléo de 5 à 7,1962,90 min,"Comedy, Drama, Music",7.8,96,26582,26582
Utvandrarna,1971,191 min,"Drama, History",8,96,7346,7346
Killer of Sheep,1978,80 min,Drama,7.2,96,7431,7431
Journal d'un curé de campagne,1951,115 min,Drama,7.8,96,12573,12573
Ukigusa,1959,119 min,Drama,7.9,96,8812,8812
Sommarnattens leende,1955,109 min,"Comedy, Romance",7.7,96,14551,14551
Manchester by the Sea,2016,137 min,Drama,7.8,96,308153,308153
Không Chốn Dung Thân,2007,122 min,"Crime, Drama, Thriller",8.2,96,1044759,1044759
La Belle et la Bête,1946,96 min,"Drama, Fantasy, Romance",7.9,96,27868,27868
The Mortal Storm,1940,100 min,Drama,7.7,96,5946,5946
Stalag 17,1953,120 min,"Comedy, Drama, War",8,96,58367,58367
"4 Tháng, 3 Tuần và 2 Ngày",2007,113 min,Drama,7.9,96,62975,62975
Gett,2014,115 min,Drama,7.7,96,6841,6841
Ứng Cử Viên Bị Giật Dây,1962,126 min,"Drama, Thriller",7.9,96,79133,79133
Nữ Hoàng Châu Phi,1951,105 min,"Adventure, Drama, Romance",7.7,96,83599,83599
Cái Nóng Oi Ả,1953,89 min,"Crime, Film-Noir, Thriller",7.9,96,28876,28876
Trang Trại,1986,120 min,"Comedy, Drama",8.1,96,27314,27314
I Am a Fugitive from a Chain Gang,1932,92 min,"Crime, Drama, Film-Noir",8.2,96,14292,14292
Đi Tìm Nemo,2003,100 min,"Animation, Adventure, Comedy",8.2,96,1101589,1101589
Vút Bay,2009,96 min,"Animation, Adventure, Comedy",8.3,96,1111136,1111136
Những Kẻ Phản Bội,1992,99 min,"Crime, Thriller",8.3,96,1076983,1076983
Những Kẻ Khờ Mộng Mơ,2016,128 min,"Comedy, Drama, Music",8,94,655361,655361
Nhà Vua Nói Lắp,2010,118 min,"Biography, Drama, History",8,94,703820,703820
Người Hầu Gái,2016,145 min,"Drama, Romance, Thriller",8.1,94,168904,168904
Network,1976,121 min,Drama,8.1,94,168662,168662
Secrets & Lies,1996,136 min,"Comedy, Drama",8,94,46698,46698
The Salt of the Earth,2014,110 min,"Documentary, Biography, History",8.4,94,23120,23120
The Man Who Shot Liberty Valance,1962,123 min,"Drama, Western",8.1,94,81464,81464
Đèn Lồng Đỏ Treo Cao,1991,125 min,"Drama, Romance",8.1,94,34935,34935
Divorzio all'italiana,1961,105 min,"Comedy, Drama, Romance",8,94,13991,13991
Thành Phố Của Chúa,2002,130 min,"Crime, Drama",8.6,94,793187,793187
Bản Xô-nát Mùa Thu,1978,99 min,"Drama, Music",8.1,94,37316,37316
Germania anno zero,1948,78 min,"Drama, History, War",7.8,94,13499,13499
Burden of Dreams,1982,95 min,Documentary,7.9,94,8014,8014
Đơn Giản Là Tình Yêu,2012,127 min,Drama,7.9,94,104966,104966
Thi Ca,2010,139 min,Drama,7.8,94,13351,13351
Wake in Fright,1971,109 min,"Drama, Thriller",7.6,94,13778,13778
Bringing Up Baby,1938,102 min,Comedy,7.8,94,65514,65514
Ai Sợ Virginia Woolf?,1966,131 min,Drama,8,94,79306,79306
Lacombe Lucien,1974,138 min,"Drama, War",7.6,94,7656,7656
Trước Lúc Hoàng Hôn,2004,80 min,"Drama, Romance",8.1,94,284528,284528
Nhà Tiên Tri,2009,155 min,"Crime, Drama",7.8,94,101678,101678
Barry Lyndon,1975,185 min,"Adventure, Drama, War",8.1,94,180868,180868
Nước Mỹ Một Thời,1984,229 min,"Crime, Drama",8.3,94,373766,373766
Die Büchse der Pandora,1929,109 min,"Crime, Drama, Romance",7.8,94,11707,11707
Sholay,1975,204 min,"Action, Adventure, Comedy",8.1,94,58346,58346
Obecná skola,1991,100 min,"Adventure, Comedy, Drama",7.8,94,3209,3209
Nhiệm Vụ Bất Khả Thi: Sụp Đổ,2018,147 min,"Action, Adventure, Thriller",7.7,94,373210,373210
Không Lùi Bước,II 2016,102 min,"Crime, Drama, Thriller",7.6,94,249281,249281
The Great White Silence,1922,80 min,Documentary,8,94,1609,1609
Histoire(s) du cinéma,1989–1999,267 min,Documentary,7.2,94,776,776
Khu Phố Roma,2018,135 min,Drama,7.7,94,168338,168338
This Is Spinal Tap,1984,82 min,"Comedy, Music",7.9,94,146045,146045
Khi Đàn Sếu Bay Qua,1957,95 min,"Drama, Romance, War",8.3,94,19449,19449
La ciociara,1960,101 min,"Drama, War",7.7,94,12291,12291
Kẻ Mất Trí Nhớ,2000,113 min,"Mystery, Thriller",8.4,94,1308453,1308453
Local Hero,1983,111 min,"Comedy, Drama",7.3,94,26350,26350
The Ox-Bow Incident,1942,75 min,"Drama, Western",8,94,24720,24720
Brief Encounter,1945,86 min,"Drama, Romance",8,94,43635,43635
A Bread Factory: Part One,2018,122 min,"Comedy, Drama",6.8,94,460,460
Three Billboards: Truy Tìm Công Lý,2017,115 min,"Comedy, Crime, Drama",8.1,94,547774,547774
Selma,2014,128 min,"Biography, Drama, History",7.5,94,94864,94864
Do the Right Thing,1989,120 min,"Comedy, Drama",8,94,111029,111029
The Work,2017,89 min,Documentary,7.8,94,2399,2399
Belle de jour,1967,100 min,"Drama, Romance",7.6,94,48411,48411
The 39 Steps,1935,86 min,"Crime, Mystery, Thriller",7.6,94,60900,60900
Buổi Chiều Xui Xẻo,1975,125 min,"Biography, Crime, Drama",8,94,271041,271041
La chienne,1931,91 min,"Crime, Drama",7.5,94,4785,4785
Cuốn Theo Chiều Gió,1939,238 min,"Drama, Romance, War",8.2,94,331150,331150
Todo sobre mi madre,1999,101 min,"Comedy, Drama, Romance",7.8,94,102080,102080
Mary Và Max,2009,92 min,"Animation, Comedy, Drama",8.1,94,185363,185363
Kẻ Đầu Mối Pháp,1971,104 min,"Action, Crime, Drama",7.7,94,133897,133897
Nagaya shinshiroku,1947,72 min,Drama,7.7,94,2188,2188
La terra trema,1948,160 min,Drama,7.8,94,5542,5542
A Patch of Blue,1965,105 min,"Drama, Romance",8,94,9402,9402
Những Cuộc Phiêu Lưu Của Robin Hood,1938,102 min,"Action, Adventure, Romance",7.9,94,54014,54014
Monterey Pop,1968,78 min,"Documentary, History, Music",8,94,4852,4852
The Climb,2019,98 min,"Comedy, Drama",6.7,94,5096,5096
Cuộc Di Tản Dunkirk,2017,106 min,"Action, Drama, History",7.8,94,727724,727724
Lady Bird: Tuổi Nổi Loạn,2017,94 min,"Comedy, Drama",7.4,94,322142,322142
Giết Con Chim Nhại,1962,129 min,"Crime, Drama",8.3,94,330248,330248
The Innocents,1961,100 min,Horror,7.8,94,32774,32774
Amarcord,1973,123 min,"Comedy, Drama",7.8,94,46407,46407
Máu Sẽ Phải Đổ,2007,158 min,Drama,8.2,94,633852,633852
Điệu Valse Của Ký Ức,2008,90 min,"Documentary, Animation, Biography",8,94,60073,60073
Vua Sư Tử,1994,88 min,"Animation, Adventure, Drama",8.5,94,1128243,1128243
Cây Lê Dại,2018,188 min,Drama,8,94,27346,27346
King Kong,1933,100 min,"Adventure, Horror, Sci-Fi",7.9,94,90124,90124
Chikamatsu monogatari,1954,102 min,"Drama, Romance, Thriller",8,94,4875,4875
I compagni,1963,130 min,"Drama, History",8,94,3235,3235
"Paris, Texas",1984,145 min,Drama,8.1,94,116351,116351
Låt den rätte komma in,2008,114 min,"Drama, Fantasy, Horror",7.8,94,225499,225499
Hạnh Phúc Ảo,2013,126 min,"Drama, Romance, Sci-Fi",8,94,661345,661345
Tội Phạm Nhân Bản,1982,117 min,"Action, Drama, Sci-Fi",8.1,94,814212,814212
Thị Trấn Fargo,1996,98 min,"Crime, Thriller",8.1,94,717976,717976
Before Sunrise,1995,101 min,"Drama, Romance",8.1,94,334780,334780
Pépé le Moko,1937,94 min,"Crime, Drama, Romance",7.7,94,7988,7988
Krótki film o milosci,1988,87 min,"Drama, Romance",8.1,94,25724,25724
Tengoku to jigoku,1963,143 min,"Crime, Drama, Mystery",8.4,94,51706,51706
Die Abenteuer des Prinzen Achmed,1926,80 min,"Animation, Adventure, Family",7.8,94,6767,6767
Đêm Của Một Ngày Vất Vả,1964,87 min,"Comedy, Musical",7.5,94,47695,47695
Frankenstein,1931,70 min,"Drama, Horror, Sci-Fi",7.8,94,78882,78882
Nghệ Sĩ Dương Cầm,2002,150 min,"Biography, Drama, Music",8.5,94,899306,899306
Nàng Tiên Cá,1989,83 min,"Animation, Adventure, Family",7.6,94,287984,287984
Matewan,1987,135 min,"Drama, History",7.9,94,8782,8782
Hana-bi,1997,103 min,"Crime, Drama, Romance",7.7,94,32767,32767
Khách Sạn Đế Vương,2014,99 min,"Adventure, Comedy, Crime",8.1,94,875988,875988
Dự Án Florida,2017,111 min,Drama,7.6,94,125903,125903
L'année dernière à Marienbad,1961,94 min,"Drama, Mystery",7.7,94,24557,24557
Ivan Groznyy,1944,103 min,"Biography, Drama, History",7.7,94,10736,10736
Show Boat,1936,113 min,"Comedy, Drama, Musical",7.4,94,3665,3665
Shen nu,1934,85 min,Drama,7.7,94,2427,2427
Điệp Vụ Boston,2006,151 min,"Crime, Drama, Thriller",8.5,94,1406547,1406547
Leviafan,2014,140 min,"Crime, Drama",7.6,94,56466,56466
Omohide poro poro,1991,119 min,"Animation, Drama, Romance",7.6,94,36557,36557
Mặt Sẹo,1932,93 min,"Action, Crime, Drama",7.7,94,30019,30019
Captain Blood,1935,119 min,"Action, Adventure, History",7.7,94,15556,15556
Kẻ Cắp Gặp Bà Già,1955,91 min,"Comedy, Crime",7.6,94,31094,31094
Welt am Draht,1973,212 min,"Crime, Mystery, Sci-Fi",7.7,94,6699,6699
'Breaker' Morant,1980,107 min,"Drama, History, War",7.8,94,14303,14303
La kermesse héroïque,1935,110 min,"Comedy, History, Romance",7.4,94,1389,1389
Trốn Thoát,I 2017,104 min,"Horror, Mystery, Thriller",7.8,85,682733,682733
Saul fia,2015,107 min,"Drama, War",7.4,85,51342,51342
Being There,1979,130 min,"Comedy, Drama",7.9,85,76952,76952
The Magnificent Ambersons,1942,88 min,"Drama, Romance",7.6,85,26466,26466
Kẻ Đánh Cắp Giấc Mơ,2010,148 min,"Action, Adventure, Sci-Fi",8.8,85,2516180,2516180
Kiếm Sĩ Cơ Hàn,2002,129 min,"Drama, Romance",8.1,85,25172,25172
Ruggles of Red Gap,1935,90 min,"Comedy, Mystery, Romance",7.6,85,4457,4457
Paisà,1946,126 min,"Drama, War",7.6,85,9419,9419
Kanal,1957,91 min,"Drama, War",7.9,85,7961,7961
Marius,1931,130 min,"Comedy, Drama, Romance",7.8,85,2535,2535
"Yuki yukite, shingun",1987,122 min,Documentary,8.2,85,2083,2083
Touchez pas au grisbi,1954,96 min,"Crime, Drama",7.7,85,8456,8456
Una giornata particolare,1977,106 min,Drama,8.1,85,15603,15603
Le roman d'un tricheur,1936,81 min,Comedy,7.6,85,2497,2497
Kẻ Săn Hươu,1978,183 min,"Drama, War",8.1,85,359012,359012
Brother's Keeper,1992,104 min,"Documentary, Crime, Mystery",7.5,85,4247,4247
Bệnh Lạ,2017,120 min,"Comedy, Drama, Romance",7.5,85,142475,142475
Gần Như Nổi Tiếng,2000,122 min,"Adventure, Comedy, Drama",7.9,85,291008,291008
Roman Holiday,1953,118 min,"Comedy, Romance",8,85,146273,146273
"Francesco, giullare di Dio",1950,85 min,"Biography, Comedy, Drama",7.3,85,3989,3989
"Xuân, Hạ, Thu, Đông... Rồi Lại Xuân",2003,103 min,"Drama, Romance",8,85,86288,86288
Invasion of the Body Snatchers,1956,80 min,"Drama, Horror, Sci-Fi",7.7,85,54124,54124
Patton,1970,172 min,"Biography, Drama, War",7.9,85,107187,107187
The Lavender Hill Mob,1951,78 min,"Comedy, Crime",7.5,85,15366,15366
Chichi ariki,1942,94 min,Drama,7.6,85,3096,3096
Tagebuch einer Verlorenen,1929,104 min,Drama,7.8,85,4783,4783
E.T: Sinh vật Ngoài Hành Tinh,1982,115 min,"Adventure, Family, Sci-Fi",7.9,85,433418,433418
The Lost Weekend,1945,101 min,"Drama, Film-Noir",7.9,85,39734,39734
Băng Nhóm Trẻ Em,1932,90 min,"Comedy, Drama",7.9,85,6105,6105
Teen Kanya,1961,173 min,"Comedy, Drama, Fantasy",7.9,85,1666,1666
Lektionen in Finsternis,1992 TV Movie,54 min,"Documentary, War",8,85,6634,6634
Dom za vesanje,1988,142 min,"Comedy, Crime, Drama",8.1,85,32421,32421
Phi Vụ Động Trời,2016,108 min,"Animation, Adventure, Comedy",8,85,538524,538524
Ascenseur pour l'échafaud,1958,91 min,"Crime, Drama, Thriller",7.9,85,28288,28288
The Sting,1973,129 min,"Comedy, Crime, Drama",8.3,85,276927,276927
Freaks,1932,64 min,"Drama, Horror",7.8,85,50069,50069
Ngày Thiên Đường,1978,94 min,"Drama, Romance",7.8,85,62029,62029
I Know Where I'm Going!,1945,92 min,"Drama, Romance",7.4,85,9653,9653
Quý Cô Biến Mất,1938,96 min,"Mystery, Thriller",7.7,85,56540,56540
Angels with Dirty Faces,1938,97 min,"Crime, Drama, Film-Noir",7.9,85,23018,23018
A Night to Remember,1958,123 min,"Drama, History",7.9,85,16947,16947
Mon oncle d'Amérique,1980,125 min,"Comedy, Drama, Romance",7.6,85,6743,6743
Cô Giáo Elly,2009,119 min,"Drama, Mystery",7.9,85,56619,56619
Went the Day Well?,1942,92 min,"Thriller, War",7.5,85,4272,4272
Avanti Popolo,1986,84 min,"Drama, War",7.6,85,425,425
Le jour se lève,1939,93 min,"Crime, Drama, Romance",7.7,85,8204,8204
Krótki film o zabijaniu,1988,84 min,"Crime, Drama",8,85,22106,22106
Aleksandr Nevskiy,1938,112 min,"Action, Biography, Drama",7.5,85,12130,12130
Brooklyn,2015,117 min,"Drama, Romance",7.5,85,149019,149019
Amy,III 2015,128 min,"Documentary, Biography, Music",7.8,85,54467,54467
Kubo và Sứ Mệnh Samurai,2016,101 min,"Animation, Action, Adventure",7.7,85,137465,137465
Relatos salvajes,2014,122 min,"Comedy, Drama, Thriller",8.1,85,213581,213581
Chuyện Tình Manhattan,1979,96 min,"Comedy, Drama, Romance",7.8,85,145990,145990
Stage Door,1937,92 min,"Comedy, Drama, Romance",7.7,85,8953,8953
Sleuth,1972,138 min,"Mystery, Thriller",8,85,49813,49813
Trouble in Paradise,1932,83 min,"Comedy, Crime, Romance",7.9,85,16017,16017
Le quai des brumes,1938,91 min,"Crime, Drama, Romance",7.7,85,9866,9866
Popiól i diament,1958,103 min,"Drama, Romance, War",7.7,85,13257,13257
Stroszek,1977,115 min,"Comedy, Drama",7.7,85,15177,15177
Ma vie de Courgette,2016,66 min,"Animation, Comedy, Drama",7.8,85,28665,28665
Dare mo shiranai,2004,141 min,Drama,8,85,30841,30841
Les yeux sans visage,1960,90 min,"Drama, Horror",7.6,85,34700,34700
Mảnh Đời Của Tristana,1970,99 min,Drama,7.4,85,12699,12699
Bàn Chân Trái Của Tôi,1989,103 min,"Biography, Drama",7.8,85,78979,78979
Great Expectations,1946,118 min,"Adventure, Drama, Mystery",7.8,85,26131,26131
Nobi,1959,108 min,"Drama, War",8,85,5258,5258
Ship of Theseus,2012,140 min,Drama,8,85,7730,7730
All the President's Men,1976,138 min,"Drama, History, Thriller",7.9,85,124796,124796
Tirez sur le pianiste,1960,81 min,"Crime, Drama, Thriller",7.4,85,20456,20456
Stachka,1925,82 min,Drama,7.6,85,8526,8526
Que Horas Ela Volta?,2015,112 min,"Comedy, Drama",7.7,85,16500,16500
Festen,1998,105 min,Drama,8,85,92858,92858
Hail the Conquering Hero,1944,101 min,"Comedy, War",7.6,85,5094,5094
Tìm Tung Tích Mẹ,2010,131 min,"Drama, Mystery, War",8.3,85,194600,194600
Rocco Và Các Anh Em,1960,179 min,"Crime, Drama, Sport",8.2,85,20944,20944
Jungfrukällan,1960,89 min,Drama,8,85,31312,31312
Il grande silenzio,1968,105 min,"Drama, Western",7.7,85,17864,17864
Le million,1931,91 min,"Comedy, Musical",7.3,85,3810,3810
In the Shadow of the Moon,2007,100 min,"Documentary, History",8,85,6887,6887
Spoorloos,1988,107 min,"Mystery, Thriller",7.7,85,42906,42906
Ninotchka,1939,110 min,"Comedy, Romance",7.8,85,22619,22619
Sát Nhân Râu Xanh,1947,124 min,"Comedy, Crime, Drama",7.8,85,18950,18950
This Sporting Life,1963,134 min,"Drama, Sport",7.5,85,7075,7075
Deep Water,2006,93 min,"Documentary, History, Sport",7.8,85,3282,3282
Người Đẹp Và Quái Vật,1991,84 min,"Animation, Family, Fantasy",8,85,476090,476090
The Scarlet Empress,1934,104 min,"Drama, History, Romance",7.5,85,7167,7167
Chiến Dịch Sinh Tử,2012,120 min,"Biography, Drama, Thriller",7.7,85,635340,635340
Tuntematon sotilas,1955,177 min,"Drama, War",8,85,7773,7773
Hành Trình Django,2012,165 min,"Drama, Western",8.5,85,1670582,1670582
Capharnaüm,2018,126 min,Drama,8.4,85,102862,102862
El abrazo de la serpiente,2015,125 min,"Adventure, Biography, Drama",7.8,85,24245,24245
Đi tìm người đàn ông ngọt ngào,2012,86 min,"Documentary, Biography, Music",8.2,85,72399,72399
Masculin féminin,1966,110 min,"Drama, Romance",7.4,85,17131,17131
Il vangelo secondo Matteo,1964,137 min,"Biography, Drama, History",7.6,85,13511,13511
Whisky Galore!,1949,82 min,"Comedy, Crime",7.1,85,6597,6597
Chemi bednieri ojakhi,2017,120 min,Drama,7.4,85,4189,4189
Magical Girl,2014,127 min,"Drama, Thriller",7.2,85,7416,7416
Ẩn Thân,2018,109 min,"Adventure, Drama",7.1,85,64583,64583
Tâm trạng khi yêu,2000,98 min,"Drama, Romance",8.1,85,164264,164264
God's Own Country,2017,104 min,"Drama, Romance",7.6,85,34937,34937
Lối Sống Đồi Trụy,1996,93 min,Drama,8.1,83,719427,719427
Bande à part,1964,95 min,"Comedy, Crime, Drama",7.6,83,26825,26825
The Odd Couple,1968,105 min,Comedy,7.6,83,37140,37140
The Friends of Eddie Coyle,1973,102 min,"Crime, Drama",7.4,83,12001,12001
César,1936,168 min,Drama,7.6,83,1627,1627
Tiếng Chuông Lặng Và Cánh Bướm,2007,112 min,"Biography, Drama",8,83,110076,110076
Nghi Phạm Vô Hình,1995,106 min,"Crime, Drama, Mystery",8.5,83,1135243,1135243
Trưa Tím,1960,118 min,"Crime, Drama, Thriller",7.7,83,18724,18724
Odd Man Out,1947,116 min,"Crime, Drama, Film-Noir",7.6,83,11152,11152
Medena zemja,2019,89 min,"Documentary, Drama",8,83,19181,19181
Ball of Fire,1941,111 min,"Comedy, Romance",7.7,83,13876,13876
The Ghost and Mrs. Muir,1947,104 min,"Comedy, Drama, Fantasy",7.8,83,20641,20641
Hadaka no shima,1960,96 min,Drama,8,83,6076,6076
Vì Sao Vụt Sáng,2018,136 min,"Drama, Music, Romance",7.6,83,413877,413877
Thiêu Đốt,2018,148 min,"Drama, Mystery, Thriller",7.5,83,74792,74792
Mean Streets,1973,112 min,"Crime, Drama, Thriller",7.2,83,118221,118221
Viskningar och rop,1972,91 min,Drama,8,83,36578,36578
The Tarnished Angels,1957,91 min,"Action, Adventure, Drama",7.1,83,3970,3970
Hunt for the Wilderpeople,2016,101 min,"Adventure, Comedy, Drama",7.8,83,140211,140211
Gui tu lie che,2009,85 min,"Documentary, Drama",7.6,83,3705,3705
Johnny Guitar,1954,110 min,"Drama, Western",7.6,83,19474,19474
The Lion in Winter,1968,134 min,"Biography, Drama, History",7.9,83,33882,33882
The Palm Beach Story,1942,88 min,"Comedy, Romance",7.5,83,12763,12763
Deus e o Diabo na Terra do Sol,1964,120 min,"Adventure, Crime, Drama",7.2,83,5234,5234
Pauline à la plage,1983,95 min,"Comedy, Drama, Romance",7.3,83,10388,10388
56 Up,2012,144 min,Documentary,7.9,83,2441,2441
Cô Dâu Công Chúa,1987,98 min,"Adventure, Comedy, Family",8,83,447088,447088
Lagaan: Once Upon a Time in India,2001,224 min,"Drama, Musical, Sport",8.1,83,119955,119955
Cuộc Đào Thoát Vĩ Đại,1963,172 min,"Adventure, Drama, History",8.2,83,256665,256665
To Have and Have Not,1944,100 min,"Adventure, Comedy, Film-Noir",7.8,83,37684,37684
Knife in the Water,1962,94 min,"Drama, Thriller",7.4,83,23369,23369
Meet Me in St. Louis,1944,113 min,"Comedy, Drama, Family",7.5,83,27473,27473
The Asphalt Jungle,1950,112 min,"Crime, Drama, Film-Noir",7.8,83,29546,29546
Le notti bianche,1957,102 min,"Drama, Romance",7.8,83,8897,8897
The Straight Story,1999,112 min,"Biography, Drama",8,83,96419,96419
Moolaadé,2003,124 min,Drama,7.6,83,4114,4114
Les plages d'Agnès,2008,112 min,"Documentary, Biography",8,83,4655,4655
The Last Command,1928,88 min,"Drama, History, Romance",8,83,4450,4450
Le deuxième souffle,1966,150 min,"Crime, Drama",7.9,83,6567,6567
Phải Sống,1994,133 min,"Drama, War",8.3,83,20181,20181
Meshes of the Afternoon,1943,14 min,"Short, Fantasy, Mystery",7.8,83,14973,14973
Kỵ Sĩ Bóng Đêm Trỗi Dậy,2012,164 min,"Action, Drama, Thriller",8.4,83,1806055,1806055
The Rider,2017,104 min,"Drama, Western",7.4,83,20465,20465
Pred dozhdot,1994,113 min,"Drama, Romance, War",7.9,83,15738,15738
Grey Gardens,1975,95 min,"Documentary, Comedy, Drama",7.5,83,15081,15081
Ace in the Hole,1951,111 min,"Drama, Film-Noir",8.1,83,38762,38762
Céline et Julie vont en bateau: Phantom Ladies Over Paris,1974,193 min,"Comedy, Drama, Fantasy",7.2,83,6265,6265
O Pagador de Promessas,1962,98 min,Drama,8.3,83,3856,3856
Voskhozhdenie,1977,111 min,"Drama, War",8.2,83,9905,9905
Võ Sĩ,2008,109 min,"Drama, Sport",7.9,83,318085,318085
Ngày Tàn Của Hitler,2004,156 min,"Biography, Drama, History",8.2,83,372000,372000
Vozvrashchenie,2003,110 min,Drama,7.9,83,47256,47256
Kẻ Săn Người Điên Loạn,1960,101 min,"Drama, Horror, Thriller",7.6,83,38571,38571
Shane,1953,118 min,"Drama, Western",7.6,83,43735,43735
The Long Goodbye,1973,112 min,"Comedy, Crime, Drama",7.5,83,36229,36229
The Public Enemy,1931,83 min,"Crime, Drama",7.6,83,22815,22815
Only Angels Have Wings,1939,121 min,"Adventure, Drama, Romance",7.6,83,15490,15490
Love Streams,1984,141 min,Drama,7.7,83,6532,6532
En passion,1969,101 min,Drama,7.6,83,10329,10329
Beau Geste,1939,112 min,"Action, Adventure, Drama",7.5,83,6477,6477
The Hill,1965,123 min,"Drama, War",7.9,83,14995,14995
Kẻ Hủy Diệt 2: Ngày Phán Xét,1991,137 min,"Action, Sci-Fi",8.6,83,1161589,1161589
Rogers Park,2017,87 min,"Comedy, Drama",7,83,79,79
Thuyền Trưởng Phillips,2013,134 min,"Action, Biography, Crime",7.8,83,487873,487873
Nostalgia,1983,125 min,Drama,7.9,83,29601,29601
Một Lần Như Thế,I 2007,86 min,"Drama, Music, Romance",7.8,83,120696,120696
Cuộc Săn Lùng,2012,115 min,Drama,8.3,83,358811,358811
Donnie Darko,2001,113 min,"Drama, Mystery, Sci-Fi",8,83,842270,842270
Hearts and Minds,1974,112 min,"Documentary, History, War",8.2,83,6052,6052
Jeder für sich und Gott gegen alle,1974,110 min,"Biography, Drama, History",7.7,83,18740,18740
Hable con ella,2002,112 min,"Drama, Mystery, Romance",7.9,83,116880,116880
Hannah and Her Sisters,1986,107 min,"Comedy, Drama",7.8,83,76051,76051
Câu Đố,1963,113 min,"Comedy, Mystery, Romance",7.8,83,84405,84405
Sát Thủ,1946,103 min,"Crime, Drama, Film-Noir",7.7,83,23354,23354
Limelight,1952,137 min,"Drama, Music, Romance",8,83,21899,21899
